country,year,est
malawi,1959,NA
malawi,1960,0
malawi,1961,NA
malawi,1962,NA
malawi,1963,NA
malawi,1964,NA
malawi,1965,0
malawi,1966,0
malawi,1967,0
malawi,1968,0
malawi,1969,0
malawi,1970,0
malawi,1971,0
malawi,1972,0
malawi,1973,NA
malawi,1974,NA
malawi,1975,NA
malaysia,1947,10000
malaysia,1952,NA
malaysia,1956,NA
malaysia,1957,NA
malaysia,1958,NA
malaysia,1959,NA
malaysia,1960,5000
malaysia,1961,NA
malaysia,1962,NA
malaysia,1963,NA
malaysia,1964,2000
malaysia,1965,2000
malaysia,1966,2700
malaysia,1967,3000
malaysia,1968,2000
malaysia,1969,2000
malaysia,1970,2000
malaysia,1971,2375
malaysia,1972,2000
malaysia,1973,2000
malaysia,1974,8500
malaysia,1975,3400
maldive islands,1947,NA
maldive islands,1952,NA
maldive islands,1956,NA
maldive islands,1957,NA
maldive islands,1958,NA
maldive islands,1959,NA
maldive islands,1960,NA
maldive islands,1961,NA
maldive islands,1962,NA
maldive islands,1963,NA
maldive islands,1964,NA
maldive islands,1965,NA
maldive islands,1966,0
maldive islands,1967,0
maldive islands,1968,0
maldive islands,1969,0
maldive islands,1970,0
maldive islands,1971,0
maldive islands,1972,0
maldive islands,1973,NA
maldive islands,1974,NA
maldive islands,1975,NA
maldives,1947,NA
maldives,1952,NA
maldives,1956,NA
maldives,1957,NA
maldives,1958,NA
maldives,1959,NA
maldives,1960,NA
maldives,1961,NA
maldives,1962,NA
maldives,1963,NA
maldives,1964,NA
maldives,1965,NA
maldives,1966,NA
maldives,1967,NA
maldives,1968,0
maldives,1969,NA
maldives,1970,NA
maldives,1971,NA
maldives,1972,NA
maldives,1973,NA
maldives,1974,NA
maldives,1975,NA
mali,1947,NA
mali,1952,NA
mali,1956,NA
mali,1957,NA
mali,1958,NA
mali,1959,NA
mali,1960,0
mali,1961,NA
mali,1962,NA
mali,1963,0
mali,1964,0
mali,1965,0
mali,1966,0
mali,1967,0
mali,1968,0
mali,1969,0
mali,1970,0
mali,1971,0
mali,1972,0
mali,1973,NA
mali,1974,NA
mali,1975,NA
malta,1947,NA
malta,1952,NA
malta,1956,NA
malta,1957,NA
malta,1958,NA
malta,1959,NA
malta,1960,NA
malta,1961,NA
malta,1962,NA
malta,1963,NA
malta,1964,NA
malta,1965,NA
malta,1966,0
malta,1967,0
malta,1968,0
malta,1969,0
malta,1970,0
malta,1971,100
malta,1972,100
malta,1973,100
malta,1974,NA
malta,1975,NA
martinique,1947,NA
martinique,1952,NA
martinique,1956,NA
martinique,1957,NA
martinique,1958,NA
martinique,1959,NA
martinique,1960,2500
martinique,1961,NA
martinique,1962,NA
martinique,1963,700
martinique,1964,700
martinique,1965,700
martinique,1966,700
martinique,1967,700
martinique,1968,700
martinique,1969,700
martinique,1970,1300
martinique,1971,1150
martinique,1972,1000
martinique,1973,1000
martinique,1974,1000
martinique,1975,1000
mauritania,1947,NA
mauritania,1952,NA
mauritania,1956,NA
mauritania,1957,NA
mauritania,1958,NA
mauritania,1959,NA
mauritania,1960,0
mauritania,1961,NA
mauritania,1962,NA
mauritania,1963,0
mauritania,1964,0
mauritania,1965,0
mauritania,1966,0
mauritania,1967,0
mauritania,1968,0
mauritania,1969,0
mauritania,1970,0
mauritania,1971,0
mauritania,1972,0
mauritania,1973,NA
mauritania,1974,NA
mauritania,1975,NA
mauritius,1947,NA
mauritius,1952,NA
mauritius,1956,NA
mauritius,1957,NA
mauritius,1958,NA
mauritius,1959,NA
mauritius,1960,NA
mauritius,1961,NA
mauritius,1962,NA
mauritius,1963,NA
mauritius,1964,0
mauritius,1965,0
mauritius,1966,0
mauritius,1967,0
mauritius,1968,37.5
mauritius,1969,0
mauritius,1970,0
mauritius,1971,0
mauritius,1972,0
mauritius,1973,0
mauritius,1974,NA
mauritius,1975,NA
mauritius (british colony),1947,NA
mauritius (british colony),1952,NA
mauritius (british colony),1956,NA
mauritius (british colony),1957,NA
mauritius (british colony),1958,NA
mauritius (british colony),1959,NA
mauritius (british colony),1960,NA
mauritius (british colony),1961,NA
mauritius (british colony),1962,NA
mauritius (british colony),1963,0
mauritius (british colony),1964,NA
mauritius (british colony),1965,NA
mauritius (british colony),1966,NA
mauritius (british colony),1967,NA
mauritius (british colony),1968,NA
mauritius (british colony),1969,NA
mauritius (british colony),1970,NA
mauritius (british colony),1971,NA
mauritius (british colony),1972,NA
mauritius (british colony),1973,NA
mauritius (british colony),1974,NA
mauritius (british colony),1975,NA
mexico,1947,17500
mexico,1952,5000
mexico,1956,5000
mexico,1957,5000
mexico,1958,5000
mexico,1959,5000
mexico,1960,5000
mexico,1961,6000
mexico,1962,6000
mexico,1963,62825
mexico,1964,50000
mexico,1965,35083.333333333336
mexico,1966,5250
mexico,1967,5250
mexico,1968,5250
mexico,1969,5125
mexico,1970,5000
mexico,1971,30333.333333333332
mexico,1972,5000
mexico,1973,5000
mexico,1974,5000
mexico,1975,65000
mongolia,1947,NA
mongolia,1952,NA
mongolia,1956,NA
mongolia,1957,NA
mongolia,1958,NA
mongolia,1959,NA
mongolia,1960,36333
mongolia,1961,NA
mongolia,1962,NA
mongolia,1963,NA
mongolia,1964,NA
mongolia,1965,46000
mongolia,1966,NA
mongolia,1967,NA
mongolia,1968,48570
mongolia,1969,NA
mongolia,1970,NA
mongolia,1971,59800
mongolia,1972,NA
mongolia,1973,NA
mongolia,1974,58048
mongolia,1975,58048
"mongolia, outer",1947,NA
"mongolia, outer",1952,NA
"mongolia, outer",1956,NA
"mongolia, outer",1957,NA
"mongolia, outer",1958,NA
"mongolia, outer",1959,NA
"mongolia, outer",1960,NA
"mongolia, outer",1961,NA
"mongolia, outer",1962,NA
"mongolia, outer",1963,NA
"mongolia, outer",1964,46000
"mongolia, outer",1965,46000
"mongolia, outer",1966,46000
"mongolia, outer",1967,48570
"mongolia, outer",1968,48570
"mongolia, outer",1969,48570
"mongolia, outer",1970,48600
"mongolia, outer",1971,NA
"mongolia, outer",1972,NA
"mongolia, outer",1973,NA
"mongolia, outer",1974,NA
"mongolia, outer",1975,NA
mongolian people's republic,1947,NA
mongolian people's republic,1952,NA
mongolian people's republic,1956,NA
mongolian people's republic,1957,NA
mongolian people's republic,1958,NA
mongolian people's republic,1959,NA
mongolian people's republic,1960,NA
mongolian people's republic,1961,NA
mongolian people's republic,1962,NA
mongolian people's republic,1963,NA
mongolian people's republic,1964,NA
mongolian people's republic,1965,NA
mongolian people's republic,1966,NA
mongolian people's republic,1967,NA
mongolian people's republic,1968,NA
mongolian people's republic,1969,NA
mongolian people's republic,1970,NA
mongolian people's republic,1971,NA
mongolian people's republic,1972,58000
mongolian people's republic,1973,58000
mongolian people's republic,1974,NA
mongolian people's republic,1975,NA
morocco,1947,NA
morocco,1952,NA
morocco,1956,NA
morocco,1957,NA
morocco,1958,NA
morocco,1959,NA
morocco,1960,1250
morocco,1961,NA
morocco,1962,NA
morocco,1963,1250
morocco,1964,1250
morocco,1965,1250
morocco,1966,500
morocco,1967,500
morocco,1968,550
morocco,1969,600
morocco,1970,400
morocco,1971,350
morocco,1972,300
morocco,1973,300
morocco,1974,350
morocco,1975,300
mozambique,1947,NA
mozambique,1952,NA
mozambique,1956,NA
mozambique,1957,NA
mozambique,1958,NA
mozambique,1959,NA
mozambique,1960,50
mozambique,1961,NA
mozambique,1962,NA
mozambique,1963,NA
mozambique,1964,0
mozambique,1965,0
mozambique,1966,0
mozambique,1967,0
mozambique,1968,0
mozambique,1969,NA
mozambique,1970,NA
mozambique,1971,0
mozambique,1972,NA
mozambique,1973,NA
mozambique,1974,NA
mozambique,1975,NA
mozambique (see portuguese africa),1947,NA
mozambique (see portuguese africa),1952,NA
mozambique (see portuguese africa),1956,NA
mozambique (see portuguese africa),1957,NA
mozambique (see portuguese africa),1958,NA
mozambique (see portuguese africa),1959,NA
mozambique (see portuguese africa),1960,NA
mozambique (see portuguese africa),1961,NA
mozambique (see portuguese africa),1962,NA
mozambique (see portuguese africa),1963,NA
mozambique (see portuguese africa),1964,NA
mozambique (see portuguese africa),1965,NA
mozambique (see portuguese africa),1966,NA
mozambique (see portuguese africa),1967,NA
mozambique (see portuguese africa),1968,0
mozambique (see portuguese africa),1969,0
mozambique (see portuguese africa),1970,0
mozambique (see portuguese africa),1971,NA
mozambique (see portuguese africa),1972,0
mozambique (see portuguese africa),1973,NA
mozambique (see portuguese africa),1974,NA
mozambique (see portuguese africa),1975,NA
namibia,1947,NA
namibia,1952,NA
namibia,1956,NA
namibia,1957,NA
namibia,1958,NA
namibia,1959,NA
namibia,1960,NA
namibia,1961,NA
namibia,1962,NA
namibia,1963,NA
namibia,1964,NA
namibia,1965,0
namibia,1966,NA
namibia,1967,NA
namibia,1968,0
namibia,1969,NA
namibia,1970,NA
namibia,1971,NA
namibia,1972,NA
namibia,1973,NA
namibia,1974,NA
namibia,1975,NA
namibia (south west africa),1947,NA
namibia (south west africa),1952,NA
namibia (south west africa),1956,NA
namibia (south west africa),1957,NA
namibia (south west africa),1958,NA
namibia (south west africa),1959,NA
namibia (south west africa),1960,NA
namibia (south west africa),1961,NA
namibia (south west africa),1962,NA
namibia (south west africa),1963,NA
namibia (south west africa),1964,NA
namibia (south west africa),1965,NA
namibia (south west africa),1966,NA
namibia (south west africa),1967,NA
namibia (south west africa),1968,NA
namibia (south west africa),1969,0
namibia (south west africa),1970,0
namibia (south west africa),1971,0
namibia (south west africa),1972,NA
namibia (south west africa),1973,NA
namibia (south west africa),1974,NA
namibia (south west africa),1975,NA
nepal,1947,NA
nepal,1952,NA
nepal,1956,NA
nepal,1957,NA
nepal,1958,NA
nepal,1959,NA
nepal,1960,3250
nepal,1961,NA
nepal,1962,NA
nepal,1963,3000
nepal,1964,3500
nepal,1965,3500
nepal,1966,6000
nepal,1967,7500
nepal,1968,8000
nepal,1969,8000
nepal,1970,9000
nepal,1971,8500
nepal,1972,10000
nepal,1973,5000
nepal,1974,5000
nepal,1975,5000
netherlands,1947,50000
netherlands,1952,NA
netherlands,1956,NA
netherlands,1957,NA
netherlands,1958,NA
netherlands,1959,NA
netherlands,1960,15000
netherlands,1961,NA
netherlands,1962,NA
netherlands,1963,12000
netherlands,1964,12000
netherlands,1965,12000
netherlands,1966,12000
netherlands,1967,12000
netherlands,1968,11500
netherlands,1969,NA
netherlands,1970,NA
netherlands,1971,10500
netherlands,1972,10000
netherlands,1973,10000
netherlands,1974,10000
netherlands,1975,10000
netherlands possessions (west. hemisphere),1947,NA
netherlands possessions (west. hemisphere),1952,NA
netherlands possessions (west. hemisphere),1956,NA
netherlands possessions (west. hemisphere),1957,NA
netherlands possessions (west. hemisphere),1958,NA
netherlands possessions (west. hemisphere),1959,NA
netherlands possessions (west. hemisphere),1960,NA
netherlands possessions (west. hemisphere),1961,NA
netherlands possessions (west. hemisphere),1962,NA
netherlands possessions (west. hemisphere),1963,NA
netherlands possessions (west. hemisphere),1964,0
netherlands possessions (west. hemisphere),1965,0
netherlands possessions (west. hemisphere),1966,NA
netherlands possessions (west. hemisphere),1967,NA
netherlands possessions (west. hemisphere),1968,NA
netherlands possessions (west. hemisphere),1969,NA
netherlands possessions (west. hemisphere),1970,NA
netherlands possessions (west. hemisphere),1971,NA
netherlands possessions (west. hemisphere),1972,NA
netherlands possessions (west. hemisphere),1973,NA
netherlands possessions (west. hemisphere),1974,NA
netherlands possessions (west. hemisphere),1975,NA
netherlands realm members (western hemisphere) listed separately,1947,NA
netherlands realm members (western hemisphere) listed separately,1952,NA
netherlands realm members (western hemisphere) listed separately,1956,NA
netherlands realm members (western hemisphere) listed separately,1957,NA
netherlands realm members (western hemisphere) listed separately,1958,NA
netherlands realm members (western hemisphere) listed separately,1959,NA
netherlands realm members (western hemisphere) listed separately,1960,NA
netherlands realm members (western hemisphere) listed separately,1961,NA
netherlands realm members (western hemisphere) listed separately,1962,NA
netherlands realm members (western hemisphere) listed separately,1963,NA
netherlands realm members (western hemisphere) listed separately,1964,NA
netherlands realm members (western hemisphere) listed separately,1965,NA
netherlands realm members (western hemisphere) listed separately,1966,NA
netherlands realm members (western hemisphere) listed separately,1967,NA
netherlands realm members (western hemisphere) listed separately,1968,NA
netherlands realm members (western hemisphere) listed separately,1969,NA
netherlands realm members (western hemisphere) listed separately,1970,NA
netherlands realm members (western hemisphere) listed separately,1971,NA
netherlands realm members (western hemisphere) listed separately,1972,NA
netherlands realm members (western hemisphere) listed separately,1973,NA
netherlands realm members (western hemisphere) listed separately,1974,NA
netherlands realm members (western hemisphere) listed separately,1975,NA
new zealand,1947,2000
new zealand,1952,NA
new zealand,1956,NA
new zealand,1957,NA
new zealand,1958,NA
new zealand,1959,NA
new zealand,1960,400
new zealand,1961,NA
new zealand,1962,NA
new zealand,1963,500
new zealand,1964,500
new zealand,1965,500
new zealand,1966,400
new zealand,1967,400
new zealand,1968,400
new zealand,1969,400
new zealand,1970,400
new zealand,1971,400
new zealand,1972,300
new zealand,1973,300
new zealand,1974,240
new zealand,1975,100
nicaragua,1947,1250
nicaragua,1952,500
nicaragua,1956,500
nicaragua,1957,200
nicaragua,1958,200
nicaragua,1959,200
nicaragua,1960,200
nicaragua,1961,300
nicaragua,1962,300
nicaragua,1963,250
nicaragua,1964,250
nicaragua,1965,233.33333333333334
nicaragua,1966,200
nicaragua,1967,200
nicaragua,1968,200
nicaragua,1969,200
nicaragua,1970,150
nicaragua,1971,166.66666666666666
nicaragua,1972,100
nicaragua,1973,100
nicaragua,1974,NA
nicaragua,1975,NA
niger,1947,NA
niger,1952,NA
niger,1956,NA
niger,1957,NA
niger,1958,NA
niger,1959,NA
niger,1960,0
niger,1961,NA
niger,1962,NA
niger,1963,0
niger,1964,0
niger,1965,0
niger,1966,0
niger,1967,0
niger,1968,0
niger,1969,0
niger,1970,0
niger,1971,0
niger,1972,NA
niger,1973,NA
niger,1974,NA
niger,1975,NA
niger (see council of the entente),1947,NA
niger (see council of the entente),1952,NA
niger (see council of the entente),1956,NA
niger (see council of the entente),1957,NA
niger (see council of the entente),1958,NA
niger (see council of the entente),1959,NA
niger (see council of the entente),1960,NA
niger (see council of the entente),1961,NA
niger (see council of the entente),1962,NA
niger (see council of the entente),1963,NA
niger (see council of the entente),1964,NA
niger (see council of the entente),1965,NA
niger (see council of the entente),1966,NA
niger (see council of the entente),1967,NA
niger (see council of the entente),1968,NA
niger (see council of the entente),1969,NA
niger (see council of the entente),1970,NA
niger (see council of the entente),1971,NA
niger (see council of the entente),1972,0
niger (see council of the entente),1973,NA
niger (see council of the entente),1974,NA
niger (see council of the entente),1975,NA
nigeria,1947,NA
nigeria,1952,NA
nigeria,1956,NA
nigeria,1957,NA
nigeria,1958,NA
nigeria,1959,NA
nigeria,1960,50
nigeria,1961,NA
nigeria,1962,NA
nigeria,1963,250
nigeria,1964,50
nigeria,1965,75
nigeria,1966,250
nigeria,1967,500
nigeria,1968,NA
nigeria,1969,500
nigeria,1970,500
nigeria,1971,750
nigeria,1972,500
nigeria,1973,500
nigeria,1974,NA
nigeria,1975,NA
north korea,1947,40000
north korea,1952,NA
north korea,1956,NA
north korea,1957,NA
north korea,1958,NA
north korea,1959,NA
north korea,1960,1200000
north korea,1961,NA
north korea,1962,NA
north korea,1963,NA
north korea,1964,NA
north korea,1965,1300000
north korea,1966,NA
north korea,1967,NA
north korea,1968,1600000
north korea,1969,NA
north korea,1970,NA
north korea,1971,1600000
north korea,1972,NA
north korea,1973,NA
north korea,1974,NA
north korea,1975,NA
"north korea (""democratic people's republic of korea"")",1947,NA
"north korea (""democratic people's republic of korea"")",1952,NA
"north korea (""democratic people's republic of korea"")",1956,NA
"north korea (""democratic people's republic of korea"")",1957,NA
"north korea (""democratic people's republic of korea"")",1958,NA
"north korea (""democratic people's republic of korea"")",1959,NA
"north korea (""democratic people's republic of korea"")",1960,NA
"north korea (""democratic people's republic of korea"")",1961,NA
"north korea (""democratic people's republic of korea"")",1962,NA
"north korea (""democratic people's republic of korea"")",1963,1311563
"north korea (""democratic people's republic of korea"")",1964,NA
"north korea (""democratic people's republic of korea"")",1965,NA
"north korea (""democratic people's republic of korea"")",1966,NA
"north korea (""democratic people's republic of korea"")",1967,NA
"north korea (""democratic people's republic of korea"")",1968,NA
"north korea (""democratic people's republic of korea"")",1969,NA
"north korea (""democratic people's republic of korea"")",1970,NA
"north korea (""democratic people's republic of korea"")",1971,NA
"north korea (""democratic people's republic of korea"")",1972,NA
"north korea (""democratic people's republic of korea"")",1973,NA
"north korea (""democratic people's republic of korea"")",1974,NA
"north korea (""democratic people's republic of korea"")",1975,NA
north vietnam,1947,NA
north vietnam,1952,NA
north vietnam,1956,NA
north vietnam,1957,NA
north vietnam,1958,NA
north vietnam,1959,NA
north vietnam,1960,620000
north vietnam,1961,NA
north vietnam,1962,NA
north vietnam,1963,NA
north vietnam,1964,NA
north vietnam,1965,570000
north vietnam,1966,NA
north vietnam,1967,NA
north vietnam,1968,766000
north vietnam,1969,NA
north vietnam,1970,NA
north vietnam,1971,1100000
north vietnam,1972,NA
north vietnam,1973,NA
north vietnam,1974,NA
north vietnam,1975,1100000
"north vietnam (""democratic republic of vietnam"")",1947,NA
"north vietnam (""democratic republic of vietnam"")",1952,NA
"north vietnam (""democratic republic of vietnam"")",1956,NA
"north vietnam (""democratic republic of vietnam"")",1957,NA
"north vietnam (""democratic republic of vietnam"")",1958,NA
"north vietnam (""democratic republic of vietnam"")",1959,NA
"north vietnam (""democratic republic of vietnam"")",1960,NA
"north vietnam (""democratic republic of vietnam"")",1961,NA
"north vietnam (""democratic republic of vietnam"")",1962,NA
"north vietnam (""democratic republic of vietnam"")",1963,650000
"north vietnam (""democratic republic of vietnam"")",1964,NA
"north vietnam (""democratic republic of vietnam"")",1965,NA
"north vietnam (""democratic republic of vietnam"")",1966,NA
"north vietnam (""democratic republic of vietnam"")",1967,NA
"north vietnam (""democratic republic of vietnam"")",1968,NA
"north vietnam (""democratic republic of vietnam"")",1969,NA
"north vietnam (""democratic republic of vietnam"")",1970,NA
"north vietnam (""democratic republic of vietnam"")",1971,NA
"north vietnam (""democratic republic of vietnam"")",1972,NA
"north vietnam (""democratic republic of vietnam"")",1973,NA
"north vietnam (""democratic republic of vietnam"")",1974,NA
"north vietnam (""democratic republic of vietnam"")",1975,NA
north yemen,1947,NA
north yemen,1952,NA
north yemen,1956,NA
north yemen,1957,NA
north yemen,1958,NA
north yemen,1959,NA
north yemen,1960,50
north yemen,1961,NA
north yemen,1962,NA
north yemen,1963,NA
north yemen,1964,NA
north yemen,1965,50
north yemen,1966,NA
north yemen,1967,NA
north yemen,1968,50
north yemen,1969,NA
north yemen,1970,NA
north yemen,1971,0
north yemen,1972,NA
north yemen,1973,NA
north yemen,1974,NA
north yemen,1975,NA
northern rhodesia,1947,NA
northern rhodesia,1952,NA
northern rhodesia,1956,NA
northern rhodesia,1957,NA
northern rhodesia,1958,NA
northern rhodesia,1959,NA
northern rhodesia,1960,NA
northern rhodesia,1961,NA
northern rhodesia,1962,NA
northern rhodesia,1963,NA
northern rhodesia,1964,0
northern rhodesia,1965,NA
northern rhodesia,1966,NA
northern rhodesia,1967,NA
northern rhodesia,1968,NA
northern rhodesia,1969,NA
northern rhodesia,1970,NA
northern rhodesia,1971,NA
northern rhodesia,1972,NA
northern rhodesia,1973,NA
northern rhodesia,1974,NA
northern rhodesia,1975,NA
norway,1947,33000
norway,1952,NA
norway,1956,NA
norway,1957,NA
norway,1958,NA
norway,1959,NA
norway,1960,4700
norway,1961,NA
norway,1962,NA
norway,1963,4500
norway,1964,4500
norway,1965,4500
norway,1966,2500
norway,1967,2500
norway,1968,2500
norway,1969,2500
norway,1970,2500
norway,1971,2500
norway,1972,2250
norway,1973,2500
norway,1974,3000
norway,1975,3500
nyasaland,1947,NA
nyasaland,1952,NA
nyasaland,1956,NA
nyasaland,1957,NA
nyasaland,1958,NA
nyasaland,1959,NA
nyasaland,1960,NA
nyasaland,1961,NA
nyasaland,1962,NA
nyasaland,1963,NA
nyasaland,1964,0
nyasaland,1965,NA
nyasaland,1966,NA
nyasaland,1967,NA
nyasaland,1968,NA
nyasaland,1969,NA
nyasaland,1970,NA
nyasaland,1971,NA
nyasaland,1972,NA
nyasaland,1973,NA
nyasaland,1974,NA
nyasaland,1975,NA
"outer mongolia (""mongolian people's republic"")",1947,NA
"outer mongolia (""mongolian people's republic"")",1952,NA
"outer mongolia (""mongolian people's republic"")",1956,NA
"outer mongolia (""mongolian people's republic"")",1957,NA
"outer mongolia (""mongolian people's republic"")",1958,NA
"outer mongolia (""mongolian people's republic"")",1959,NA
"outer mongolia (""mongolian people's republic"")",1960,NA
"outer mongolia (""mongolian people's republic"")",1961,NA
"outer mongolia (""mongolian people's republic"")",1962,NA
"outer mongolia (""mongolian people's republic"")",1963,46000
"outer mongolia (""mongolian people's republic"")",1964,NA
"outer mongolia (""mongolian people's republic"")",1965,NA
"outer mongolia (""mongolian people's republic"")",1966,NA
"outer mongolia (""mongolian people's republic"")",1967,NA
"outer mongolia (""mongolian people's republic"")",1968,NA
"outer mongolia (""mongolian people's republic"")",1969,NA
"outer mongolia (""mongolian people's republic"")",1970,NA
"outer mongolia (""mongolian people's republic"")",1971,NA
"outer mongolia (""mongolian people's republic"")",1972,NA
"outer mongolia (""mongolian people's republic"")",1973,NA
"outer mongolia (""mongolian people's republic"")",1974,NA
"outer mongolia (""mongolian people's republic"")",1975,NA
pakistan,1947,NA
pakistan,1952,NA
pakistan,1956,NA
pakistan,1957,NA
pakistan,1958,NA
pakistan,1959,NA
pakistan,1960,4250
pakistan,1961,NA
pakistan,1962,NA
pakistan,1963,3300
pakistan,1964,3000
pakistan,1965,3000
pakistan,1966,3250
pakistan,1967,3250
pakistan,1968,1450
pakistan,1969,1450
pakistan,1970,1450
pakistan,1971,2225
pakistan,1972,1750
pakistan,1973,0
pakistan,1974,NA
pakistan,1975,0
palestine,1947,NA
palestine,1952,NA
palestine,1956,NA
palestine,1957,NA
palestine,1958,NA
palestine,1959,NA
palestine,1960,NA
palestine,1961,NA
palestine,1962,NA
palestine,1963,NA
palestine,1964,NA
palestine,1965,NA
palestine,1966,NA
palestine,1967,NA
palestine,1968,NA
palestine,1969,NA
palestine,1970,NA
palestine,1971,1000
palestine,1972,NA
palestine,1973,NA
palestine,1974,NA
palestine,1975,NA
panama,1947,500
panama,1952,500
panama,1956,500
panama,1957,NA
panama,1958,NA
panama,1959,NA
panama,1960,175
panama,1961,150
panama,1962,150
panama,1963,275
panama,1964,400
panama,1965,433.3333333333333
panama,1966,500
panama,1967,375
panama,1968,250
panama,1969,250
panama,1970,190
panama,1971,208.33333333333334
panama,1972,375
panama,1973,500
panama,1974,437.5
panama,1975,500
paraguay,1947,NA
paraguay,1952,1000
paraguay,1956,2000
paraguay,1957,500
paraguay,1958,500
paraguay,1959,500
paraguay,1960,500
paraguay,1961,5000
paraguay,1962,4000
paraguay,1963,3500
paraguay,1964,4250
paraguay,1965,5000
paraguay,1966,5000
paraguay,1967,5000
paraguay,1968,5000
paraguay,1969,4750
paraguay,1970,4500
paraguay,1971,4583.333333333333
paraguay,1972,4000
paraguay,1973,3500
paraguay,1974,3500
paraguay,1975,3500
people's democratic republic of korea,1947,NA
people's democratic republic of korea,1952,NA
people's democratic republic of korea,1956,NA
people's democratic republic of korea,1957,NA
people's democratic republic of korea,1958,NA
people's democratic republic of korea,1959,NA
people's democratic republic of korea,1960,NA
people's democratic republic of korea,1961,NA
people's democratic republic of korea,1962,NA
people's democratic republic of korea,1963,NA
people's democratic republic of korea,1964,NA
people's democratic republic of korea,1965,NA
people's democratic republic of korea,1966,NA
people's democratic republic of korea,1967,NA
people's democratic republic of korea,1968,NA
people's democratic republic of korea,1969,NA
people's democratic republic of korea,1970,NA
people's democratic republic of korea,1971,NA
people's democratic republic of korea,1972,NA
people's democratic republic of korea,1973,NA
people's democratic republic of korea,1974,NA
people's democratic republic of korea,1975,2000000
people's democratic republic of yemen,1947,NA
people's democratic republic of yemen,1952,NA
people's democratic republic of yemen,1956,NA
people's democratic republic of yemen,1957,NA
people's democratic republic of yemen,1958,NA
people's democratic republic of yemen,1959,NA
people's democratic republic of yemen,1960,NA
people's democratic republic of yemen,1961,NA
people's democratic republic of yemen,1962,NA
people's democratic republic of yemen,1963,NA
people's democratic republic of yemen,1964,NA
people's democratic republic of yemen,1965,NA
people's democratic republic of yemen,1966,NA
people's democratic republic of yemen,1967,NA
people's democratic republic of yemen,1968,NA
people's democratic republic of yemen,1969,NA
people's democratic republic of yemen,1970,NA
people's democratic republic of yemen,1971,0
people's democratic republic of yemen,1972,0
people's democratic republic of yemen,1973,NA
people's democratic republic of yemen,1974,NA
people's democratic republic of yemen,1975,NA
peoples republic of south yemen,1947,NA
peoples republic of south yemen,1952,NA
peoples republic of south yemen,1956,NA
peoples republic of south yemen,1957,NA
peoples republic of south yemen,1958,NA
peoples republic of south yemen,1959,NA
peoples republic of south yemen,1960,NA
peoples republic of south yemen,1961,NA
peoples republic of south yemen,1962,NA
peoples republic of south yemen,1963,NA
peoples republic of south yemen,1964,NA
peoples republic of south yemen,1965,NA
peoples republic of south yemen,1966,NA
peoples republic of south yemen,1967,NA
peoples republic of south yemen,1968,NA
peoples republic of south yemen,1969,0
peoples republic of south yemen,1970,0
peoples republic of south yemen,1971,NA
peoples republic of south yemen,1972,NA
peoples republic of south yemen,1973,NA
peoples republic of south yemen,1974,NA
peoples republic of south yemen,1975,NA
persian gulf states,1947,NA
persian gulf states,1952,NA
persian gulf states,1956,NA
persian gulf states,1957,NA
persian gulf states,1958,NA
persian gulf states,1959,NA
persian gulf states,1960,NA
persian gulf states,1961,NA
persian gulf states,1962,NA
persian gulf states,1963,NA
persian gulf states,1964,NA
persian gulf states,1965,NA
persian gulf states,1966,NA
persian gulf states,1967,NA
persian gulf states,1968,50
persian gulf states,1969,0
persian gulf states,1970,0
persian gulf states,1971,0
persian gulf states,1972,NA
persian gulf states,1973,NA
persian gulf states,1974,NA
persian gulf states,1975,NA
peru,1947,32500
peru,1952,10000
peru,1956,5000
peru,1957,6000
peru,1958,6000
peru,1959,6000
peru,1960,6500
peru,1961,7000
peru,1962,10000
peru,1963,8750
peru,1964,8500
peru,1965,7333.333333333333
peru,1966,5000
peru,1967,5000
peru,1968,5000
peru,1969,5000
peru,1970,4100
peru,1971,3800
peru,1972,3200
peru,1973,3200
peru,1974,3200
peru,1975,3200
philippines,1947,3000
philippines,1952,NA
philippines,1956,NA
philippines,1957,NA
philippines,1958,NA
philippines,1959,NA
philippines,1960,1250
philippines,1961,NA
philippines,1962,NA
philippines,1963,1750
philippines,1964,1800
philippines,1965,1200
philippines,1966,1750
philippines,1967,1750
philippines,1968,1875
philippines,1969,2000
philippines,1970,2000
philippines,1971,19650
philippines,1972,1850
philippines,1973,8000
philippines,1974,2000
philippines,1975,4750
poland,1947,600000
poland,1952,NA
poland,1956,NA
poland,1957,NA
poland,1958,NA
poland,1959,NA
poland,1960,1023577
poland,1961,NA
poland,1962,NA
poland,1963,1336959
poland,1964,1474521
poland,1965,1614237
poland,1966,1725000
poland,1967,1860000
poland,1968,1962480
poland,1969,2030068
poland,1970,2030000
poland,1971,2296000
poland,1972,2270000
poland,1973,2270000
poland,1974,2300000
poland,1975,2330000
portugal,1947,NA
portugal,1952,NA
portugal,1956,NA
portugal,1957,NA
portugal,1958,NA
portugal,1959,NA
portugal,1960,2000
portugal,1961,NA
portugal,1962,NA
portugal,1963,2000
portugal,1964,2000
portugal,1965,2000
portugal,1966,2000
portugal,1967,2000
portugal,1968,2000
portugal,1969,2000
portugal,1970,2000
portugal,1971,2000
portugal,1972,2000
portugal,1973,1000
portugal,1974,2000
portugal,1975,64800
portuguese africa,1947,NA
portuguese africa,1952,NA
