country,year,info
niger (see council of the entente),1973,
niger (see council of the entente),1974,
niger (see council of the entente),1975,
nigeria,1947,
nigeria,1952,
nigeria,1956,
nigeria,1957,
nigeria,1958,
nigeria,1959,
nigeria,1960,
nigeria,1961,
nigeria,1962,
nigeria,1963,
nigeria,1964,
nigeria,1965,
nigeria,1966,
nigeria,1967,
nigeria,1968,
nigeria,1969,
nigeria,1970,
nigeria,1971,
nigeria,1972,
nigeria,1973,
nigeria,1974,
nigeria,1975,
north korea,1947,
north korea,1952,
north korea,1956,
north korea,1957,
north korea,1958,
north korea,1959,
north korea,1960,
north korea,1961,
north korea,1962,
north korea,1963,
north korea,1964,
north korea,1965,
north korea,1966,
north korea,1967,
north korea,1968,
north korea,1969,
north korea,1970,
north korea,1971,
north korea,1972,
north korea,1973,
north korea,1974,
north korea,1975,
"north korea (""democratic people's republic of korea"")",1947,
"north korea (""democratic people's republic of korea"")",1952,
"north korea (""democratic people's republic of korea"")",1956,
"north korea (""democratic people's republic of korea"")",1957,
"north korea (""democratic people's republic of korea"")",1958,
"north korea (""democratic people's republic of korea"")",1959,
"north korea (""democratic people's republic of korea"")",1960,
"north korea (""democratic people's republic of korea"")",1961,
"north korea (""democratic people's republic of korea"")",1962,
"north korea (""democratic people's republic of korea"")",1963,
"north korea (""democratic people's republic of korea"")",1964,
"north korea (""democratic people's republic of korea"")",1965,
"north korea (""democratic people's republic of korea"")",1966,
"north korea (""democratic people's republic of korea"")",1967,
"north korea (""democratic people's republic of korea"")",1968,
"north korea (""democratic people's republic of korea"")",1969,
"north korea (""democratic people's republic of korea"")",1970,
"north korea (""democratic people's republic of korea"")",1971,
"north korea (""democratic people's republic of korea"")",1972,
"north korea (""democratic people's republic of korea"")",1973,
"north korea (""democratic people's republic of korea"")",1974,
"north korea (""democratic people's republic of korea"")",1975,
north vietnam,1947,
north vietnam,1952,
north vietnam,1956,
north vietnam,1957,
north vietnam,1958,
north vietnam,1959,
north vietnam,1960,
north vietnam,1961,
north vietnam,1962,
north vietnam,1963,
north vietnam,1964,
north vietnam,1965,
north vietnam,1966,
north vietnam,1967,
north vietnam,1968,
north vietnam,1969,
north vietnam,1970,
north vietnam,1971,
north vietnam,1972,
north vietnam,1973,
north vietnam,1974,
north vietnam,1975,
"north vietnam (""democratic republic of vietnam"")",1947,
"north vietnam (""democratic republic of vietnam"")",1952,
"north vietnam (""democratic republic of vietnam"")",1956,
"north vietnam (""democratic republic of vietnam"")",1957,
"north vietnam (""democratic republic of vietnam"")",1958,
"north vietnam (""democratic republic of vietnam"")",1959,
"north vietnam (""democratic republic of vietnam"")",1960,
"north vietnam (""democratic republic of vietnam"")",1961,
"north vietnam (""democratic republic of vietnam"")",1962,
"north vietnam (""democratic republic of vietnam"")",1963,
"north vietnam (""democratic republic of vietnam"")",1964,
"north vietnam (""democratic republic of vietnam"")",1965,
"north vietnam (""democratic republic of vietnam"")",1966,
"north vietnam (""democratic republic of vietnam"")",1967,
"north vietnam (""democratic republic of vietnam"")",1968,
"north vietnam (""democratic republic of vietnam"")",1969,
"north vietnam (""democratic republic of vietnam"")",1970,
"north vietnam (""democratic republic of vietnam"")",1971,
"north vietnam (""democratic republic of vietnam"")",1972,
"north vietnam (""democratic republic of vietnam"")",1973,
"north vietnam (""democratic republic of vietnam"")",1974,
"north vietnam (""democratic republic of vietnam"")",1975,
north yemen,1947,
north yemen,1952,
north yemen,1956,
north yemen,1957,
north yemen,1958,
north yemen,1959,
north yemen,1960,
north yemen,1961,
north yemen,1962,
north yemen,1963,
north yemen,1964,
north yemen,1965,
north yemen,1966,
north yemen,1967,
north yemen,1968,
north yemen,1969,
north yemen,1970,
north yemen,1971,
north yemen,1972,
north yemen,1973,
north yemen,1974,
north yemen,1975,
northern rhodesia,1947,
northern rhodesia,1952,
northern rhodesia,1956,
northern rhodesia,1957,
northern rhodesia,1958,
northern rhodesia,1959,
northern rhodesia,1960,
northern rhodesia,1961,
northern rhodesia,1962,
northern rhodesia,1963,
northern rhodesia,1964,
northern rhodesia,1965,
northern rhodesia,1966,
northern rhodesia,1967,
northern rhodesia,1968,
northern rhodesia,1969,
northern rhodesia,1970,
northern rhodesia,1971,
northern rhodesia,1972,
northern rhodesia,1973,
northern rhodesia,1974,
northern rhodesia,1975,
norway,1947,
norway,1952,
norway,1956,
norway,1957,
norway,1958,
norway,1959,
norway,1960,
norway,1961,
norway,1962,
norway,1963,
norway,1964,
norway,1965,
norway,1966,
norway,1967,
norway,1968,
norway,1969,
norway,1970,
norway,1971,
norway,1972,
norway,1973,
norway,1974,
norway,1975,
nyasaland,1947,
nyasaland,1952,
nyasaland,1956,
nyasaland,1957,
nyasaland,1958,
nyasaland,1959,
nyasaland,1960,
nyasaland,1961,
nyasaland,1962,
nyasaland,1963,
nyasaland,1964,
nyasaland,1965,
nyasaland,1966,
nyasaland,1967,
nyasaland,1968,
nyasaland,1969,
nyasaland,1970,
nyasaland,1971,
nyasaland,1972,
nyasaland,1973,
nyasaland,1974,
nyasaland,1975,
"outer mongolia (""mongolian people's republic"")",1947,
"outer mongolia (""mongolian people's republic"")",1952,
"outer mongolia (""mongolian people's republic"")",1956,
"outer mongolia (""mongolian people's republic"")",1957,
"outer mongolia (""mongolian people's republic"")",1958,
"outer mongolia (""mongolian people's republic"")",1959,
"outer mongolia (""mongolian people's republic"")",1960,
"outer mongolia (""mongolian people's republic"")",1961,
"outer mongolia (""mongolian people's republic"")",1962,
"outer mongolia (""mongolian people's republic"")",1963,
"outer mongolia (""mongolian people's republic"")",1964,
"outer mongolia (""mongolian people's republic"")",1965,
"outer mongolia (""mongolian people's republic"")",1966,
"outer mongolia (""mongolian people's republic"")",1967,
"outer mongolia (""mongolian people's republic"")",1968,
"outer mongolia (""mongolian people's republic"")",1969,
"outer mongolia (""mongolian people's republic"")",1970,
"outer mongolia (""mongolian people's republic"")",1971,
"outer mongolia (""mongolian people's republic"")",1972,
"outer mongolia (""mongolian people's republic"")",1973,
"outer mongolia (""mongolian people's republic"")",1974,
"outer mongolia (""mongolian people's republic"")",1975,
pakistan,1947,
pakistan,1952,
pakistan,1956,
pakistan,1957,
pakistan,1958,
pakistan,1959,
pakistan,1960,
pakistan,1961,
pakistan,1962,
pakistan,1963,
pakistan,1964,
pakistan,1965,
pakistan,1966,
pakistan,1967,
pakistan,1968,
pakistan,1969,
pakistan,1970,
pakistan,1971,
pakistan,1972,
pakistan,1973,
pakistan,1974,
pakistan,1975,
palestine,1947,
palestine,1952,
palestine,1956,
palestine,1957,
palestine,1958,
palestine,1959,
palestine,1960,
palestine,1961,
palestine,1962,
palestine,1963,
palestine,1964,
palestine,1965,
palestine,1966,
palestine,1967,
palestine,1968,
palestine,1969,
palestine,1970,
palestine,1971,
palestine,1972,
palestine,1973,
palestine,1974,
palestine,1975,
panama,1947,
panama,1952,
panama,1956,
panama,1957,
panama,1958,
panama,1959,
panama,1960,
panama,1961,
panama,1962,
panama,1963,
panama,1964,
panama,1965,
panama,1966,
panama,1967,
panama,1968,
panama,1969,
panama,1970,
panama,1971,
panama,1972,
panama,1973,
panama,1974,
panama,1975,
paraguay,1947,
paraguay,1952,
paraguay,1956,
paraguay,1957,
paraguay,1958,
paraguay,1959,
paraguay,1960,
paraguay,1961,
paraguay,1962,
paraguay,1963,
paraguay,1964,
paraguay,1965,
paraguay,1966,
paraguay,1967,
paraguay,1968,
paraguay,1969,
paraguay,1970,
paraguay,1971,
paraguay,1972,
paraguay,1973,
paraguay,1974,
paraguay,1975,
people's democratic republic of korea,1947,
people's democratic republic of korea,1952,
people's democratic republic of korea,1956,
people's democratic republic of korea,1957,
people's democratic republic of korea,1958,
people's democratic republic of korea,1959,
people's democratic republic of korea,1960,
people's democratic republic of korea,1961,
people's democratic republic of korea,1962,
people's democratic republic of korea,1963,
people's democratic republic of korea,1964,
people's democratic republic of korea,1965,
people's democratic republic of korea,1966,
people's democratic republic of korea,1967,
people's democratic republic of korea,1968,
people's democratic republic of korea,1969,
people's democratic republic of korea,1970,
people's democratic republic of korea,1971,
people's democratic republic of korea,1972,
people's democratic republic of korea,1973,
people's democratic republic of korea,1974,
people's democratic republic of korea,1975,
people's democratic republic of yemen,1947,
people's democratic republic of yemen,1952,
people's democratic republic of yemen,1956,
people's democratic republic of yemen,1957,
people's democratic republic of yemen,1958,
people's democratic republic of yemen,1959,
people's democratic republic of yemen,1960,
people's democratic republic of yemen,1961,
people's democratic republic of yemen,1962,
people's democratic republic of yemen,1963,
people's democratic republic of yemen,1964,
people's democratic republic of yemen,1965,
people's democratic republic of yemen,1966,
people's democratic republic of yemen,1967,
people's democratic republic of yemen,1968,
people's democratic republic of yemen,1969,
people's democratic republic of yemen,1970,
people's democratic republic of yemen,1971,
people's democratic republic of yemen,1972,
people's democratic republic of yemen,1973,
people's democratic republic of yemen,1974,
people's democratic republic of yemen,1975,
peoples republic of south yemen,1947,
peoples republic of south yemen,1952,
peoples republic of south yemen,1956,
peoples republic of south yemen,1957,
peoples republic of south yemen,1958,
peoples republic of south yemen,1959,
peoples republic of south yemen,1960,
peoples republic of south yemen,1961,
peoples republic of south yemen,1962,
peoples republic of south yemen,1963,
peoples republic of south yemen,1964,
peoples republic of south yemen,1965,
peoples republic of south yemen,1966,
peoples republic of south yemen,1967,
peoples republic of south yemen,1968,
peoples republic of south yemen,1969,
peoples republic of south yemen,1970,
peoples republic of south yemen,1971,
peoples republic of south yemen,1972,
peoples republic of south yemen,1973,
peoples republic of south yemen,1974,
peoples republic of south yemen,1975,
persian gulf states,1947,
persian gulf states,1952,
persian gulf states,1956,
persian gulf states,1957,
persian gulf states,1958,
persian gulf states,1959,
persian gulf states,1960,
persian gulf states,1961,
persian gulf states,1962,
persian gulf states,1963,
persian gulf states,1964,
persian gulf states,1965,
persian gulf states,1966,
persian gulf states,1967,
persian gulf states,1968,
persian gulf states,1969,
persian gulf states,1970,
persian gulf states,1971,
persian gulf states,1972,
persian gulf states,1973,
persian gulf states,1974,
persian gulf states,1975,
peru,1947,
peru,1952,
peru,1956,
peru,1957,
peru,1958,
peru,1959,
peru,1960,
peru,1961,
peru,1962,
peru,1963,
peru,1964,
peru,1965,
peru,1966,
peru,1967,
peru,1968,
peru,1969,
peru,1970,
peru,1971,
peru,1972,
peru,1973,
peru,1974,
peru,1975,
philippines,1947,
philippines,1952,
philippines,1956,
philippines,1957,
philippines,1958,
philippines,1959,
philippines,1960,
philippines,1961,
philippines,1962,
philippines,1963,
philippines,1964,
philippines,1965,
philippines,1966,
philippines,1967,
philippines,1968,
philippines,1969,
philippines,1970,
philippines,1971,
philippines,1972,
philippines,1973,
philippines,1974,
philippines,1975,
poland,1947,
poland,1952,
poland,1956,
poland,1957,
poland,1958,
poland,1959,
poland,1960,
poland,1961,
poland,1962,
poland,1963,
poland,1964,
poland,1965,
poland,1966,
poland,1967,
poland,1968,
poland,1969,
poland,1970,
poland,1971,
poland,1972,
poland,1973,
poland,1974,
poland,1975,
portugal,1947,
portugal,1952,
portugal,1956,
portugal,1957,
portugal,1958,
portugal,1959,
portugal,1960,
portugal,1961,
portugal,1962,
portugal,1963,
portugal,1964,
portugal,1965,
portugal,1966,
portugal,1967,
portugal,1968,
portugal,1969,
portugal,1970,
portugal,1971,
portugal,1972,
portugal,1973,
portugal,1974,
portugal,1975,
portuguese africa,1947,
portuguese africa,1952,
portuguese africa,1956,
portuguese africa,1957,
portuguese africa,1958,
portuguese africa,1959,
portuguese africa,1960,
portuguese africa,1961,
portuguese africa,1962,
portuguese africa,1963,
portuguese africa,1964,
portuguese africa,1965,
portuguese africa,1966,
portuguese africa,1967,
portuguese africa,1968,
portuguese africa,1969,
portuguese africa,1970,
portuguese africa,1971,
portuguese africa,1972,
portuguese africa,1973,
portuguese africa,1974,
portuguese africa,1975,
"portuguese africa (angola, mozambique, and portuguese guinea)",1947,
"portuguese africa (angola, mozambique, and portuguese guinea)",1952,
"portuguese africa (angola, mozambique, and portuguese guinea)",1956,
"portuguese africa (angola, mozambique, and portuguese guinea)",1957,
"portuguese africa (angola, mozambique, and portuguese guinea)",1958,
"portuguese africa (angola, mozambique, and portuguese guinea)",1959,
"portuguese africa (angola, mozambique, and portuguese guinea)",1960,
"portuguese africa (angola, mozambique, and portuguese guinea)",1961,
"portuguese africa (angola, mozambique, and portuguese guinea)",1962,
"portuguese africa (angola, mozambique, and portuguese guinea)",1963,
"portuguese africa (angola, mozambique, and portuguese guinea)",1964,
"portuguese africa (angola, mozambique, and portuguese guinea)",1965,
"portuguese africa (angola, mozambique, and portuguese guinea)",1966,
"portuguese africa (angola, mozambique, and portuguese guinea)",1967,
"portuguese africa (angola, mozambique, and portuguese guinea)",1968,
"portuguese africa (angola, mozambique, and portuguese guinea)",1969,
"portuguese africa (angola, mozambique, and portuguese guinea)",1970,
"portuguese africa (angola, mozambique, and portuguese guinea)",1971,
"portuguese africa (angola, mozambique, and portuguese guinea)",1972,
"portuguese africa (angola, mozambique, and portuguese guinea)",1973,
"portuguese africa (angola, mozambique, and portuguese guinea)",1974,
"portuguese africa (angola, mozambique, and portuguese guinea)",1975,
puerto rico,1947,
puerto rico,1952,
puerto rico,1956,
puerto rico,1957,
puerto rico,1958,
puerto rico,1959,
puerto rico,1960,
puerto rico,1961,
puerto rico,1962,
puerto rico,1963,
puerto rico,1964,
puerto rico,1965,
puerto rico,1966,
puerto rico,1967,
puerto rico,1968,
puerto rico,1969,
puerto rico,1970,
puerto rico,1971,
puerto rico,1972,
puerto rico,1973,
puerto rico,1974,
puerto rico,1975,
qatar,1947,
qatar,1952,
qatar,1956,
qatar,1957,
qatar,1958,
qatar,1959,
qatar,1960,
qatar,1961,
qatar,1962,
qatar,1963,
qatar,1964,
qatar,1965,
qatar,1966,
qatar,1967,
qatar,1968,
qatar,1969,
qatar,1970,
qatar,1971,
qatar,1972,
qatar,1973,
qatar,1974,
qatar,1975,
republic of china,1947,
republic of china,1952,
republic of china,1956,
republic of china,1957,
republic of china,1958,
republic of china,1959,
republic of china,1960,
republic of china,1961,
republic of china,1962,
republic of china,1963,
republic of china,1964,
republic of china,1965,
republic of china,1966,
republic of china,1967,
republic of china,1968,
republic of china,1969,
republic of china,1970,
republic of china,1971,
republic of china,1972,
republic of china,1973,
republic of china,1974,
republic of china,1975,
republic of congo (brazzaville),1947,
republic of congo (brazzaville),1952,
republic of congo (brazzaville),1956,
republic of congo (brazzaville),1957,
republic of congo (brazzaville),1958,
republic of congo (brazzaville),1959,
republic of congo (brazzaville),1960,
republic of congo (brazzaville),1961,
republic of congo (brazzaville),1962,
republic of congo (brazzaville),1963,
republic of congo (brazzaville),1964,
republic of congo (brazzaville),1965,
republic of congo (brazzaville),1966,
republic of congo (brazzaville),1967,
republic of congo (brazzaville),1968,
republic of congo (brazzaville),1969,
republic of congo (brazzaville),1970,
republic of congo (brazzaville),1971,
republic of congo (brazzaville),1972,
republic of congo (brazzaville),1973,
republic of congo (brazzaville),1974,
republic of congo (brazzaville),1975,
republic of korea (south korea),1947,
republic of korea (south korea),1952,
republic of korea (south korea),1956,
republic of korea (south korea),1957,
republic of korea (south korea),1958,
republic of korea (south korea),1959,
republic of korea (south korea),1960,
republic of korea (south korea),1961,
republic of korea (south korea),1962,
republic of korea (south korea),1963,
republic of korea (south korea),1964,
republic of korea (south korea),1965,
republic of korea (south korea),1966,
republic of korea (south korea),1967,
republic of korea (south korea),1968,
republic of korea (south korea),1969,
republic of korea (south korea),1970,
republic of korea (south korea),1971,
republic of korea (south korea),1972,
republic of korea (south korea),1973,
republic of korea (south korea),1974,
republic of korea (south korea),1975,
republic of rwanda/kingdom of burundi,1947,
republic of rwanda/kingdom of burundi,1952,
republic of rwanda/kingdom of burundi,1956,
republic of rwanda/kingdom of burundi,1957,
republic of rwanda/kingdom of burundi,1958,
republic of rwanda/kingdom of burundi,1959,
republic of rwanda/kingdom of burundi,1960,
republic of rwanda/kingdom of burundi,1961,
republic of rwanda/kingdom of burundi,1962,
republic of rwanda/kingdom of burundi,1963,
republic of rwanda/kingdom of burundi,1964,
republic of rwanda/kingdom of burundi,1965,
republic of rwanda/kingdom of burundi,1966,
republic of rwanda/kingdom of burundi,1967,
republic of rwanda/kingdom of burundi,1968,
republic of rwanda/kingdom of burundi,1969,
republic of rwanda/kingdom of burundi,1970,
republic of rwanda/kingdom of burundi,1971,
republic of rwanda/kingdom of burundi,1972,
republic of rwanda/kingdom of burundi,1973,
republic of rwanda/kingdom of burundi,1974,
republic of rwanda/kingdom of burundi,1975,
republic of south africa,1947,
republic of south africa,1952,
republic of south africa,1956,
republic of south africa,1957,
republic of south africa,1958,
republic of south africa,1959,
republic of south africa,1960,
republic of south africa,1961,
republic of south africa,1962,
republic of south africa,1963,
republic of south africa,1964,
republic of south africa,1965,
republic of south africa,1966,
republic of south africa,1967,
republic of south africa,1968,
republic of south africa,1969,
republic of south africa,1970,
republic of south africa,1971,
republic of south africa,1972,
republic of south africa,1973,
republic of south africa,1974,
republic of south africa,1975,
republic of the congo,1947,
republic of the congo,1952,
republic of the congo,1956,
republic of the congo,1957,
republic of the congo,1958,
republic of the congo,1959,
republic of the congo,1960,
republic of the congo,1961,
republic of the congo,1962,
republic of the congo,1963,
republic of the congo,1964,
republic of the congo,1965,
republic of the congo,1966,
republic of the congo,1967,
republic of the congo,1968,
republic of the congo,1969,
republic of the congo,1970,
republic of the congo,1971,
republic of the congo,1972,
republic of the congo,1973,
republic of the congo,1974,
republic of the congo,1975,
republic of the congo (leopoldville),1947,
republic of the congo (leopoldville),1952,
republic of the congo (leopoldville),1956,
republic of the congo (leopoldville),1957,
republic of the congo (leopoldville),1958,
republic of the congo (leopoldville),1959,
republic of the congo (leopoldville),1960,
republic of the congo (leopoldville),1961,
republic of the congo (leopoldville),1962,
republic of the congo (leopoldville),1963,
republic of the congo (leopoldville),1964,
republic of the congo (leopoldville),1965,
republic of the congo (leopoldville),1966,
republic of the congo (leopoldville),1967,
republic of the congo (leopoldville),1968,
republic of the congo (leopoldville),1969,
republic of the congo (leopoldville),1970,
republic of the congo (leopoldville),1971,
republic of the congo (leopoldville),1972,
republic of the congo (leopoldville),1973,
republic of the congo (leopoldville),1974,
republic of the congo (leopoldville),1975,
republic of vietnam (south vietnam),1947,
republic of vietnam (south vietnam),1952,
republic of vietnam (south vietnam),1956,
republic of vietnam (south vietnam),1957,
republic of vietnam (south vietnam),1958,
republic of vietnam (south vietnam),1959,
republic of vietnam (south vietnam),1960,
republic of vietnam (south vietnam),1961,
republic of vietnam (south vietnam),1962,
republic of vietnam (south vietnam),1963,
republic of vietnam (south vietnam),1964,
republic of vietnam (south vietnam),1965,
republic of vietnam (south vietnam),1966,
republic of vietnam (south vietnam),1967,
republic of vietnam (south vietnam),1968,
republic of vietnam (south vietnam),1969,
republic of vietnam (south vietnam),1970,
republic of vietnam (south vietnam),1971,
republic of vietnam (south vietnam),1972,
republic of vietnam (south vietnam),1973,
republic of vietnam (south vietnam),1974,
republic of vietnam (south vietnam),1975,
reunion,1947,
reunion,1952,
reunion,1956,
reunion,1957,
reunion,1958,
reunion,1959,
reunion,1960,
reunion,1961,
reunion,1962,
reunion,1963,
reunion,1964,
reunion,1965,
reunion,1966,
reunion,1967,
reunion,1968,
reunion,1969,
reunion,1970,
reunion,1971,
reunion,1972,
reunion,1973,
reunion,1974,
reunion,1975,
rio muni,1947,
rio muni,1952,
rio muni,1956,
rio muni,1957,
rio muni,1958,
rio muni,1959,
rio muni,1960,
rio muni,1961,
rio muni,1962,
rio muni,1963,
rio muni,1964,
rio muni,1965,
rio muni,1966,
rio muni,1967,
rio muni,1968,
rio muni,1969,
rio muni,1970,
rio muni,1971,
rio muni,1972,
rio muni,1973,
rio muni,1974,
rio muni,1975,
rio muni (see spanish africa),1947,
rio muni (see spanish africa),1952,
rio muni (see spanish africa),1956,
rio muni (see spanish africa),1957,
rio muni (see spanish africa),1958,
rio muni (see spanish africa),1959,
rio muni (see spanish africa),1960,
rio muni (see spanish africa),1961,
rio muni (see spanish africa),1962,
rio muni (see spanish africa),1963,
rio muni (see spanish africa),1964,
rio muni (see spanish africa),1965,
rio muni (see spanish africa),1966,
rio muni (see spanish africa),1967,
rio muni (see spanish africa),1968,
rio muni (see spanish africa),1969,
rio muni (see spanish africa),1970,
rio muni (see spanish africa),1971,
rio muni (see spanish africa),1972,
rio muni (see spanish africa),1973,
rio muni (see spanish africa),1974,
rio muni (see spanish africa),1975,
romania,1947,
romania,1952,
romania,1956,
romania,1957,
romania,1958,
romania,1959,
romania,1960,
romania,1961,
romania,1962,
romania,1963,
romania,1964,
romania,1965,
romania,1966,
romania,1967,
romania,1968,
romania,1969,
romania,1970,
romania,1971,
romania,1972,
romania,1973,
romania,1974,
romania,1975,
rumania,1947,
rumania,1952,
rumania,1956,
rumania,1957,
rumania,1958,
rumania,1959,
rumania,1960,
rumania,1961,
rumania,1962,
rumania,1963,
rumania,1964,
rumania,1965,
rumania,1966,
rumania,1967,
rumania,1968,
rumania,1969,
rumania,1970,
rumania,1971,
rumania,1972,
rumania,1973,
rumania,1974,
rumania,1975,
rwanda,1947,
rwanda,1952,
rwanda,1956,
rwanda,1957,
rwanda,1958,
rwanda,1959,
rwanda,1960,
rwanda,1961,
rwanda,1962,
rwanda,1963,
rwanda,1964,
rwanda,1965,
rwanda,1966,
rwanda,1967,
rwanda,1968,
rwanda,1969,
rwanda,1970,
rwanda,1971,
rwanda,1972,
rwanda,1973,
rwanda,1974,
rwanda,1975,
san marino,1947,
san marino,1952,
san marino,1956,
san marino,1957,
san marino,1958,
san marino,1959,
san marino,1960,
san marino,1961,
san marino,1962,
san marino,1963,
san marino,1964,
san marino,1965,
san marino,1966,
san marino,1967,
san marino,1968,
san marino,1969,
san marino,1970,
san marino,1971,
san marino,1972,
san marino,1973,
san marino,1974,
san marino,1975,
san marino -- part of italian party,1947,
san marino -- part of italian party,1952,
san marino -- part of italian party,1956,
san marino -- part of italian party,1957,
san marino -- part of italian party,1958,
san marino -- part of italian party,1959,
san marino -- part of italian party,1960,
san marino -- part of italian party,1961,
san marino -- part of italian party,1962,
san marino -- part of italian party,1963,
san marino -- part of italian party,1964,
san marino -- part of italian party,1965,
san marino -- part of italian party,1966,
san marino -- part of italian party,1967,
san marino -- part of italian party,1968,
san marino -- part of italian party,1969,
san marino -- part of italian party,1970,
san marino -- part of italian party,1971,
san marino -- part of italian party,1972,
san marino -- part of italian party,1973,
san marino -- part of italian party,1974,
san marino -- part of italian party,1975,
saudi arabia,1947,
saudi arabia,1952,
saudi arabia,1956,
saudi arabia,1957,
saudi arabia,1958,
saudi arabia,1959,
saudi arabia,1960,
saudi arabia,1961,
saudi arabia,1962,
saudi arabia,1963,
saudi arabia,1964,
saudi arabia,1965,
saudi arabia,1966,
saudi arabia,1967,
saudi arabia,1968,
saudi arabia,1969,
saudi arabia,1970,
saudi arabia,1971,
saudi arabia,1972,
saudi arabia,1973,
saudi arabia,1974,
saudi arabia,1975,
senegal,1947,
senegal,1952,
senegal,1956,
senegal,1957,
senegal,1958,
senegal,1959,
senegal,1960,
senegal,1961,
senegal,1962,
senegal,1963,
senegal,1964,
senegal,1965,
senegal,1966,
senegal,1967,
senegal,1968,
senegal,1969,
senegal,1970,
senegal,1971,
senegal,1972,
senegal,1973,
senegal,1974,
senegal,1975,
seychelles,1947,
seychelles,1952,
seychelles,1956,
seychelles,1957,
seychelles,1958,
seychelles,1959,
seychelles,1960,
seychelles,1961,
seychelles,1962,
seychelles,1963,
seychelles,1964,
seychelles,1965,
seychelles,1966,
seychelles,1967,
seychelles,1968,
seychelles,1969,
seychelles,1970,
seychelles,1971,
seychelles,1972,
seychelles,1973,
seychelles,1974,
seychelles,1975,
sierra leone,1947,
sierra leone,1952,
sierra leone,1956,
sierra leone,1957,
sierra leone,1958,
sierra leone,1959,
sierra leone,1960,
sierra leone,1961,
sierra leone,1962,
sierra leone,1963,
sierra leone,1964,
sierra leone,1965,
sierra leone,1966,
sierra leone,1967,
sierra leone,1968,
sierra leone,1969,
sierra leone,1970,
sierra leone,1971,
sierra leone,1972,
sierra leone,1973,
sierra leone,1974,
sierra leone,1975,
singapore,1947,
singapore,1952,
singapore,1956,
singapore,1957,
singapore,1958,
singapore,1959,
singapore,1960,
singapore,1961,
singapore,1962,
singapore,1963,
singapore,1964,
singapore,1965,
singapore,1966,
singapore,1967,
singapore,1968,
singapore,1969,
singapore,1970,
singapore,1971,
singapore,1972,
singapore,1973,
singapore,1974,
singapore,1975,
somali republic,1947,
somali republic,1952,
somali republic,1956,
somali republic,1957,
somali republic,1958,
somali republic,1959,
somali republic,1960,
somali republic,1961,
somali republic,1962,
somali republic,1963,
somali republic,1964,
somali republic,1965,
somali republic,1966,
somali republic,1967,
somali republic,1968,
somali republic,1969,
somali republic,1970,
somali republic,1971,
somali republic,1972,
somali republic,1973,
somali republic,1974,
somali republic,1975,
somalia,1947,
somalia,1952,
somalia,1956,
somalia,1957,
somalia,1958,
somalia,1959,
somalia,1960,
somalia,1961,
somalia,1962,
somalia,1963,
somalia,1964,
somalia,1965,
somalia,1966,
somalia,1967,
somalia,1968,
somalia,1969,
somalia,1970,
somalia,1971,
somalia,1972,
somalia,1973,
somalia,1974,
somalia,1975,
south africa,1947,
south africa,1952,
south africa,1956,
south africa,1957,
south africa,1958,
south africa,1959,
south africa,1960,
south africa,1961,
south africa,1962,
south africa,1963,
south africa,1964,
south africa,1965,
south africa,1966,
south africa,1967,
south africa,1968,
south africa,1969,
south africa,1970,
south africa,1971,
south africa,1972,
south africa,1973,
south africa,1974,
south africa,1975,
south korea,1947,
south korea,1952,
south korea,1956,
south korea,1957,
south korea,1958,
south korea,1959,
south korea,1960,
south korea,1961,
south korea,1962,
south korea,1963,
south korea,1964,
south korea,1965,
south korea,1966,
south korea,1967,
south korea,1968,
south korea,1969,
south korea,1970,
south korea,1971,
south korea,1972,
south korea,1973,
south korea,1974,
south korea,1975,
south vietnam,1947,
south vietnam,1952,
south vietnam,1956,
south vietnam,1957,
south vietnam,1958,
south vietnam,1959,
south vietnam,1960,
south vietnam,1961,
south vietnam,1962,
south vietnam,1963,
south vietnam,1964,
south vietnam,1965,
south vietnam,1966,
south vietnam,1967,
south vietnam,1968,
south vietnam,1969,
south vietnam,1970,
south vietnam,1971,
south vietnam,1972,
south vietnam,1973,
south vietnam,1974,
south vietnam,1975,
south west africa,1947,
south west africa,1952,
south west africa,1956,
south west africa,1957,
south west africa,1958,
south west africa,1959,
south west africa,1960,
south west africa,1961,
south west africa,1962,
south west africa,1963,
south west africa,1964,
south west africa,1965,
south west africa,1966,
south west africa,1967,
south west africa,1968,
south west africa,1969,
south west africa,1970,
south west africa,1971,
south west africa,1972,
south west africa,1973,
south west africa,1974,
south west africa,1975,
south west africa (see namibia),1947,
south west africa (see namibia),1952,
south west africa (see namibia),1956,
south west africa (see namibia),1957,
south west africa (see namibia),1958,
south west africa (see namibia),1959,
south west africa (see namibia),1960,
south west africa (see namibia),1961,
south west africa (see namibia),1962,
south west africa (see namibia),1963,
south west africa (see namibia),1964,
south west africa (see namibia),1965,
south west africa (see namibia),1966,
south west africa (see namibia),1967,
south west africa (see namibia),1968,
south west africa (see namibia),1969,
south west africa (see namibia),1970,
south west africa (see namibia),1971,
south west africa (see namibia),1972,
south west africa (see namibia),1973,
south west africa (see namibia),1974,
south west africa (see namibia),1975,
south yemen,1947,
south yemen,1952,
south yemen,1956,
south yemen,1957,
south yemen,1958,
south yemen,1959,
south yemen,1960,
south yemen,1961,
south yemen,1962,
south yemen,1963,
south yemen,1964,
south yemen,1965,
south yemen,1966,
south yemen,1967,
south yemen,1968,
south yemen,1969,
south yemen,1970,
south yemen,1971,
south yemen,1972,
south yemen,1973,
south yemen,1974,
south yemen,1975,
