year\variable,category,area_prefix,area,party_name,population_est,party_membership,cp_membership_num,pct_of_pop,status,sino_soviet,pub_names,pub_circs,date_founded,party_leader,pct_vote,vote_as_of,seats_txt,seats_controlled,total_seats,seats_pct,leg_text,last_congress
,,Asterisk,Uruguay,,2800000,6000 est,6000,,Proscribed,Pro-Moscow,,,,,N/A,,Elections scheduled 1980,N/A,N/A,,,
,,Asterisk,Venezuela,,12500000,10000 est,10000,,Legal,Factions,,,,,9,1973,11 of 195,11,195,,,
1978,Middle East and Africa (17),,Egypt,,39396000,1000 est,1000,,Proscribed,Pro-Moscow,,,,,N/A,1976,2 of 350,2,350,,,
,,,Iran,,35000000,1500 est,1500,,Proscribed,Pro-Moscow,,,,,N/A,1975,,N/A,N/A,,,
,,,Iraq,,10000000,2000 est,2000,,Allowed,Pro-Moscow,,,,,N/A,,No elections since 1958,N/A,N/A,,,
,,,Israel,,3628000,1500 est,1500,,Legal,Pro-Moscow,,,,,4.6,1977,5 of 120,5,120,,,
,,,Jordan,,2899000,500 est,500,,Proscribed,Pro-Moscow,,,,,N/A,,No elections since 1967,N/A,N/A,,,
,,,Lebanon,,2500000,2500 est,2500,,Legal,Pro-Moscow,,,,,N/A,1972,None,0,N/A,,,
,,,Lesotho,,1098000,,N/A,,N/A,N/A,,,,,N/A,,,N/A,N/A,,,
,,,Algeria,,18120000,400 est,400,,Proscribed,Pro-Moscow,,,,,N/A,1976,,N/A,N/A,,,
,,,Morocco,,18644000,400 est,400,,Allowed,Pro-Moscow,,,,,N/A,1977,None,0,N/A,,,
,,,Tunisia,,5936000,100 est,100,,Proscribed,Pro-Moscow,,,,,N/A,1974,,N/A,N/A,,,
,,,Nigeria,,66555000,unknown,N/A,,Banned,Pro-Moscow,,,,,N/A,1976,No parties,N/A,N/A,,,
,,Asterisk,Reunion,,504000,2000 est,2000,,Legal,Independent,,,,,40,1973,None in Paris,N/A,N/A,,,
,,,Saudi Arabia,,7746000,negligible,0,,Proscribed,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,,Senegal,,5301000,unknown,N/A,,Legal,Pro-Moscow,,,,,N/A,1973,None,0,N/A,,,
,,,South Africa,,27188000,unknown,N/A,,Proscribed,Pro-Moscow,,,,,N/A,1977,,N/A,N/A,,,
,,,Sudan,,16740000,unknown,N/A,,Proscribed,Pro-Moscow,,,,,N/A,1974,No parties,N/A,N/A,,,
,,,Syria,,8000000,4000 est,4000,,Allowed,Pro-Moscow,,,,,N/A,1977,6 of 195,6,195,,,
1979,Eastern Europe and the Soviet Union (9),,Albania,,2569000,101500 claim,101500,,In power,Independent,,,,,99.8,1978,All 250,250,250,,Democratic Front,
,,,Bulgaria,,8864000,812000 claim,812000,,In power,Pro-Moscow,,,,,99.9,1976,272 of 400,272,400,,Fatherland Front,
,,,Czechoslovakia,,15136000,1473000 claim,1473000,,In power,Pro-Moscow,,,,,99.9,1976,All of 200,200,200,,National Front,
,,,East Germany (GDR),,16757000,2077262 claim,2077262,,In power,Pro-Moscow,,,,,99.9,1976,127 of 500,127,500,,National Front,
,,,Hungary,,10693000,770000 claim,770000,,In power,Pro-Moscow,,,,,99.6,1975,All 352,352,352,,Patriotic People's Front,
,,,Poland,,35000000,2758000 claim,2758000,,In power,Pro-Moscow,,,,,99.4,1976,262 of 460,262,460,,Front of National Unity,
,,Asterisk,Romania,,21868000,2747000 claim,2747000,,In power,Neutral,,,,,99.9,1975,All 349,349,349,,Front of Socialist Unity,
,,,USSR,,261200000,16300000 claim,16300000,,In power,--,,,,,99.9,1974,All 1517,1517,1517,,CPSU-approved,
,,,Yugoslavia,,21968000,1629082 claim,1629082,,In power,Independent,,,,,N/A,1978,All 380,380,380,,Socialist Alliance,
1979,Western Europe (24),Asterisk,Austria,,7517000,22500 est,22500,,Legal,Pro-Moscow,,,,,1.2,1975,None,0,N/A,,,
,,Asterisk,Belgium,,9840000,10000,10000,,Legal,Pro-Moscow,,,,,2 to 3,1978,4 of 212,4,212,,,
,,,Cyprus,,641000,11500 est,11500,,Legal,Pro-Moscow,,,,,30,1976,9 of 35,9,35,,Greek Cypriot seats,
,,Asterisk,Denmark,,5106000,8000 est,8000,,Legal,Pro-Moscow,,,,,3.7,1977,7 of 179,7,179,,,
,,Asterisk,Faroe Islands,,42000,insignificant,0,,Allowed,Split,,,,,N/A,1977,None,0,N/A,,,
,,Asterisk,Finland,,4770000,48000 est,48000,,Legal,Pro-Moscow,,,,,19,1975,40 of 200,40,200,,,
,,Asterisk,France,,53446000,650000 claim,650000,,Legal,Pro-Moscow,,,,,20.6,1978,86 of 491,86,491,,,
,,Asterisk,Germany (FRG),,61520000,46380 claim,46380,,Legal,Pro-Moscow,,,,,0.3,1976,None,0,N/A,,,
,,,West Berlin,,2100000,7500 est,7500,,Legal,Pro-Moscow,,,,,1.9,1975,None,0,N/A,,,
,,Asterisk,Great Britain,,55894000,25938 claim,25938,,Legal,Pro-Moscow,,,,,0.5,1974,None,0,N/A,,,
,,Asterisk,Greece,,9309000,27500 est,27500,,Legal,Split (3),,,,,9.3,1977,11 of 300,11,300,,,
,,Asterisk,Iceland,,224000,3000 est,3000,,Legal,Independent,,,,,22.9,1978,14 of 60,14,60,,,
,,,Ireland,,3288000,600 est,600,,Legal,Pro-Moscow,,,,,N/A,1977,None,0,N/A,,,
,,Asterisk,Italy,,56711000,1800000 claim,1800000,,Legal,Pro-Moscow,,,,,34.4,1976,228 of 630,228,630,,,
,,Asterisk,Luxembourg,,358000,600 est,600,,Legal,Pro-Moscow,,,,,9,1974,5 of 59,5,59,,,
,,Asterisk,Malta,,334000,100 est,100,,Legal,Pro-Moscow,,,,,N/A,1976,None,0,N/A,,,
,,Asterisk,Netherlands,,14000000,14500,14500,,Legal,Pro-Moscow,,,,,1.7,1977,2 of 150,2,150,,,
,,Asterisk,Norway,,4061000,2250 est,2250,,Legal,Independent,,,,,5.2,1977,2 of 155,2,155,,,
,,Asterisk,Portugal,,9786000,142000 claim,142000,,Legal,Pro-Moscow,,,,,14.6,1976,40 of 263,40,263,,,
,,Asterisk,San Marino,,20000,300 est,300,,Legal,Pro-Moscow,,,,,21.1,1978,16 of 60,16,60,,,
,,Asterisk,Spain,,36734000,"270000 claim, 200000 est",200000,,Legal,Independent,,,,,9.2,1977,20 of 350,20,350,,,
,,Asterisk,Sweden,,8273000,17000 est,17000,,Legal,Split,,,,,2.5,1976,17 of 349,17,349,,,
,,Asterisk,Switzerland,,6293000,5000 est,5000,,Legal,Pro-Moscow,,,,,2.5,1975,6 of 200,6,200,,,
,,,Turkey,,43059000,2000 est,2000,,Proscribed,Pro-Moscow,,,,,N/A,1977,,N/A,N/A,,,
1979,Asia and the Pacific (22),,Afghanistan,,14381000,50000 claim,50000,,In power,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Australia,,14227000,3900 est,3900,,Legal,Split (3),,,,,N/A,1977,None,0,N/A,,,
,,Asterisk,Bangladesh,,85771000,2500 est,2500,,Proscribed,Split,,,,,N/A,1973,,N/A,N/A,,,
,,Asterisk,Burma,,32205000,7000 est,7000,,Proscribed,Pro-Peking,,,,,N/A,1974,,N/A,N/A,,,
,,Asterisk,Cambodia,,8148000,10000 est,10000,,In power,Pro-Peking,,,,,100,1976,All 250,250,250,,,
,,,China,,1003835000,35000000 claim,35000000,,In power,--,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Hong Kong,,4584000,2000 est,2000,,Legal,Pro-Peking,,,,,N/A,,City council @ 2 years,N/A,N/A,,,
,,Asterisk,India,,660722000,100000 CPM est; 85000 CPI est.,185000,,Legal; N/A,Neutral; Pro-Moscow,,,,,4.3; N/A,1977; N/A,22 of 244,22,244,,,
,,Asterisk,Indonesia,,140680000,1000 est,1000,,Proscribed,Split,,,,,N/A,1977,,N/A,N/A,,,
,,Asterisk,Japan,,114983000,350000 est,350000,,Legal,Independent,,,,,10.4,1976,17 of 511,17,511,,,
,,Asterisk,Korea (DPRK),,18000000,1800000 est,1800000,,In power,Neutral,,,,,100,1977,All 579,579,579,,,
,,Asterisk,Laos,,3500000,15000 est,15000,,In power,Neutral,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Malaysia,,12860000,3150 est,3150,,Proscribed,Pro-Peking,,,,,N/A,1978,,N/A,N/A,,,
,,,Mongolia,,1587000,67000 claim,67000,,In power,Pro-Moscow,,,,,99.9,1973,All 336,336,336,,,
,,,Nepal,,13680000,6500 est,6500,,Proscribed,Split,,,,,N/A,1959,,N/A,N/A,,,
,,Asterisk,New Zealand,,3116000,500 est,500,,Legal,Split,,,,,0.2,1978,None,0,N/A,,,
,,,Pakistan,,77786000,1500 est,1500,,Proscribed,Pro-Moscow,,,,,N/A,1977,,N/A,N/A,,,
,,Asterisk,Philippines,,45880000,2250 est,2250,,Proscribed,Split,,,,,N/A,1978,,N/A,N/A,,,
,,,Singapore,,2400000,500 est,500,,Proscribed,Pro-Peking,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Sri Lanka,,14283000,6000 est,6000,,Legal,Split,,,,,1.9,1977,None,0,N/A,,,
,,Asterisk,Thailand,,45850000,1200 est (plus 10500 guerrillas),11700,,Proscribed,Pro-Peking,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Vietnam,,51226000,1533000 claim,1533000,,In power,Pro-Moscow,,,,,99,1976,All 492,492,492,,,
1979,The Americas (27),Asterisk,Argentina,,26487000,70000 est,70000,,Legal,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Bolivia,,5081000,500 est,500,,Proscribed,Split,,,,,N/A,1978,,N/A,N/A,,,
,,,Brazil,,115415000,6000 est,6000,,Proscribed,Split,,,,,N/A,1974,,N/A,N/A,,,
,,Asterisk,Canada,,23632000,2000 est,2000,,Legal,Split,,,,,N/A,1974,None,0,N/A,,,
,,Asterisk,Chile,,10770000,unknown,N/A,,Proscribed,Pro-Moscow,,,,,N/A,,Elections promised,N/A,N/A,,,
,,Asterisk,Colombia,,25559000,12000 est,12000,,Legal,Pro-Moscow,,,,,1.9,1978,3 of 311,3,311,,,
,,,Costa Rica,,2119000,3200 est,3200,,Legal,Pro-Moscow,,,,,2.7,1978,2 of 57,2,57,,,
,,,Cuba,,9797000,200000 est,200000,,In power,Pro-Moscow,,,,,91.7,1976,441 of 481,441,481,,,
,,Asterisk,Dominican Republic,,5393000,5000 est,5000,,Legal,Factions,,,,,N/A,1978,None,0,N/A,,,
,,,Ecuador,,7550000,1000 est,1000,,Legal,Split,,,,,5.1,1978,None,0,N/A,,,
,,,El Salvador,,4515000,225 est,225,,Proscribed,Pro-Moscow,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Guadeloupe,,331000,3000 est,3000,,Legal,Pro-Moscow,,,,,N/A,1976,7 of 36,7,36,,,
,,,Guatemala,,6621000,740 est,740,,Proscribed,Pro-Moscow,,,,,N/A,1974,,N/A,N/A,,,
,,,Guyana,,813000,250 est,250,,Legal,Pro-Moscow,,,,,26,1973,14 of 53,14,53,,,
,,Asterisk,Haiti,,5534000,unknown,N/A,,Proscribed,Pro-Moscow,,,,,N/A,1973,,N/A,N/A,,,
,,Asterisk,Honduras,,3517000,650 est,650,,Proscribed,Split,,,,,N/A,,Promised 1979/80,N/A,N/A,,,
,,,Jamaica,,2201000,200 est,200,,Allowed,Pro-Moscow,,,,,N/A,1976,None,0,N/A,,,
,,,Martinique,,327000,1000 est,1000,,Legal,Pro-Moscow,,,,,N/A,1976,3 of 36,3,36,,,
,,,Mexico,,65833000,25000 est (100000 claim),25000,,Legal,Pro-Moscow,,,,,N/A,1976,None,0,N/A,,,
,,,Nicaragua,,2409000,160 est (1200 claim),160,,Proscribed,Split,,,,,N/A,1974,,N/A,N/A,,,
,,,Panama,,1812000,500 est,500,,Allowed,Pro-Moscow,,,,,N/A,1972,None,0,N/A,,,
,,,Paraguay,,3095000,3500 est,3500,,Proscribed,Split,,,,,N/A,1973,,N/A,N/A,,,
,,Asterisk,Peru,,16818000,3200 est,3200,,Legal,Split,,,,,5.9,1978,6 of 100,6,100,,,
,,,Puerto Rico,,3200000,125 est,125,,Legal,Pro-Moscow,,,,,N/A,1976,None,0,N/A,,,
,,Asterisk,United States,,220000000,18000 claim,18000,,Legal,Pro-Moscow,,,,,0.2,1976,None,0,N/A,,,
,,Asterisk,Uruguay,,2893000,10000 est,10000,,Proscribed,Pro-Moscow,,,,,N/A,,elections scheduled 1980,N/A,N/A,,,
,,Asterisk,Venezuela,,14058000,6000 est,6000,,Legal,Factions,,,,,9,1978,22 of 195,22,195,,,
1979,Africa and the Middle East (17),,Egypt,,39890000,500 est,500,,Proscribed,Pro-Moscow,,,,,N/A,1976,3 of 360,3,360,,,
,,,Iran,,35286000,1500 est,1500,,Proscribed,Pro-Peking,,,,,N/A,1975,,N/A,N/A,,,
,,,Iraq,,12000000,2000 est,2000,,Allowed,Pro-Moscow,,,,,N/A,,No elections since 1958,N/A,N/A,,,
,,,Israel,,3654000,1500 est,1500,,Legal,Pro-Moscow,,,,,4.6,1977,5 of 120,5,120,,,
,,,Jordan,,2990000,500 est,500,,Proscribed,Pro-Moscow,,,,,N/A,,No elections since 1967,N/A,N/A,,,
,,,Lebanon,,2500000,2500 est,2500,,Legal,Pro-Moscow,,,,,N/A,1972,None,0,N/A,,,
,,,Lesotho,,1277000,negligible,0,,Proscribed,Pro-Moscow,,,,,N/A,,Unsuccessfully called for elections since 1970,N/A,N/A,,,
,,,Algeria,,17639000,500 est,500,,Proscribed,Pro-Moscow,,,,,N/A,1976,,N/A,N/A,,,
,,,Morocco,,18915000,700 est,700,,Allowed,Pro-Moscow,,,,,N/A,1977,None,0,N/A,,,
,,,Tunisia,,6242000,100 est,100,,Proscribed,Pro-Moscow,,,,,N/A,1974,,N/A,N/A,,,
,,,Nigeria,,68486000,unknown,N/A,,Proscribed,Pro-Moscow,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Reunion,,500000,2000 est,2000,,Legal,Independent,,,,,32.8,1978,None in Paris,N/A,N/A,,,
,,,Saudi Arabia,,7862000,negligible,0,,Proscribed,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,,Senegal,,5380000,2000 est,2000,,Legal,Pro-Moscow,,,,,0.32,1978,None,0,N/A,,,
,,,South Africa,,27432000,unknown,N/A,,Proscribed,Pro-Moscow,,,,,N/A,1977,,N/A,N/A,,,
,,,Sudan,,17624000,3500 est,3500,,Proscribed,Pro-Moscow,,,,,N/A,1978,No parties,N/A,N/A,,,
,,,Syria,,8700000,4000 est,4000,,Allowed,Pro-Moscow,,,,,N/A,1977,6 of 195,6,195,,,
1980,Eastern Europe and the Soviet Union (9),,Albania,,2626000,101500 claim,101500,,In power,Independent,,,,,99.9,1978,All 250,250,250,,Democratic Front,
,,,Bulgaria,,8892000,817000 claim,817000,,In power,Pro-Moscow,,,,,99.9,1976,272 of 400,272,400,,Fatherland Front,
,,,Czechoslovakia,,15239000,1473000 claim,1473000,,In power,Pro-Moscow,,,,,99.7,1976,All 350,350,350,,National Front,
,,,East Germany (GDR),,16793000,2127413 claim,2127413,,In power,Pro-Moscow,,,,,99.9,1976,127 of 500,127,500,,National Front,
,,,Hungary,,10735000,797000 claim,797000,,In power,Pro-Moscow,,,,,99.6,1975,All 352,352,352,,Patriotic People's Front,
,,,Poland,,35391000,3080000 claim,3080000,,In power,Pro-Moscow,,,,,99.4,1976,262 of 460,262,460,,Front of National Unity,
,,Asterisk,Romania,,22057000,2930000 claim,2930000,,In power,Neutral,,,,,99.9,1975,All 349,349,349,,Front of Socialist Unity,
,,,USSR,,263818000,16630000 claim,16630000,,In power,--,,,,,99.9,1979,All 1500,1500,1500,,CPSU-approved,
,,Asterisk,Yugoslavia,,22074000,1855638 claim,1855638,,In power,Independent,,,,,--,1978,All 308,308,308,,Socialist Alliance,
1980,Western Europe (24),Asterisk,Austria,,7498000,25000 est,25000,,Legal,Pro-Moscow,,,,,0.96,1979,None,0,N/A,,,
,,Asterisk,Belgium,,9841000,10000 est,10000,,Legal,Pro-Moscow,,,,,3.25,1978,4 of 212,4,212,,,
,,,Cyprus,,640000,12000 est,12000,,Legal,Pro-Moscow,,,,,30,1976,9 of 35,9,35,,Greek Cypriot seats,
,,Asterisk,Denmark,,5130000,8000 est,8000,,Legal,Pro-Moscow,,,,,1.9,1979,None,0,N/A,,,
,,Asterisk,Faroe Islands,,43000,insignificant,0,,Allowed,Split,,,,,N/A,1977,None,0,N/A,,,
,,Asterisk,Finland,,4771000,45000 est,45000,,Legal,Pro-Moscow,,,,,17.9,1979,35 of 200,35,200,,,
,,Asterisk,France,,53451000,700000 claim,700000,,Legal,Pro-Moscow,,,,,20.6,1978,86 of 491,86,491,,,
,,Asterisk,Germany (FRG),,61181000,42000 est,42000,,Legal,Pro-Moscow,,,,,0.3,1976,None,0,N/A,,,
,,,West Berlin,,2100000,7500 est,7500,,Legal,Pro-Moscow,,,,,1.1,1979,None,0,N/A,,,
,,Asterisk,Great Britain,,55822000,20599 claim,20599,,Legal,Pro-Moscow,,,,,0.05,1979,None,0,N/A,,,
,,Asterisk,Greece,,9390000,29300 est,29300,,Legal,Split (3),,,,,9.3,1977,11 of 300,11,300,,,
,,Asterisk,Iceland,,225000,3000 est,3000,,Legal,Independent,,,,,19.7,1979,11 of 60,11,60,,,
,,,Ireland,,3267000,600 est,600,,Legal,Pro-Moscow,,,,,N/A,1977,None,0,N/A,,,
,,Asterisk,Italy,,56924000,1790450 claim,1790450,,Legal,Pro-Moscow,,,,,30.4,1979,201 of 630,201,630,,,
,,Asterisk,Luxembourg,,358000,600 est,600,,Legal,Pro-Moscow,,,,,4.8,1979,2 of 59,2,59,,,
,,Asterisk,Malta,,343000,100 est,100,,Legal,Pro-Moscow,,,,,N/A,1976,None,0,N/A,,,
,,Asterisk,Netherlands,,14015000,15000 est,15000,,Legal,Pro-Moscow,,,,,1.7,1977,2 of 150,2,150,,,
,,Asterisk,Norway,,4077000,2000 est,2000,,Legal,Independent,,,,,5.2,1977,2 of 155,2,155,,,
,,Asterisk,Portugal,,9866000,164000 claim,164000,,Legal,Pro-Moscow,,,,,19,1979,47 of 250,47,250,,,
,,Asterisk,San Marino,,20000,300 est,300,,Legal,Pro-Moscow,,,,,21.1,1978,16 of 60,16,60,,,
,,Asterisk,Spain,,37551000,200000 claim,200000,,Legal,Independent,,,,,10.5,1979,23 of 350,23,350,,,
,,Asterisk,Sweden,,8273000,17000 est,17000,,Legal,Independent,,,,,5.6,1979,20 of 349,20,349,,,
,,Asterisk,Switzerland,,6333000,5000 est,5000,,Legal,Pro-Moscow,,,,,1.5,1979,3 of 200,3,200,,,
,,,Turkey,,44236000,2000 est,2000,,Proscribed,Pro-Moscow,,,,,N/A,1977,,N/A,N/A,,,
1980,Asia and the Pacific (22),,Afghanistan,,14702000,100000 claim,100000,,In power,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Australia,,14400000,5000 est,5000,,Legal,Split (3),,,,,N/A,1977,None,0,N/A,,,
,,Asterisk,Bangladesh,,88092000,2500 est,2500,,Legal,Split,,,,,N/A,1979,1 of 300,1,300,,,
,,Asterisk,Burma,,33517000,7000 est (ca. 10000 guerrillas),17000,,Proscribed,Pro-Beijing,,,,,N/A,1978,,N/A,N/A,,,
,,,China,,958030000,37000000 claim,37000000,,In power,--,,,,,N/A,,Indirect elections (1978),N/A,N/A,,,
,,Asterisk,Hong Kong,,4693000,2000 est,2000,,Legal,Pro-Beijing,,,,,N/A,,City council (1977),N/A,N/A,,,
,,Asterisk,India,,669785000,100000 CPM est; 546000 CPI claim,646000,,Legal,Neutral; Pro-Moscow,,,,,4.3,1977,22 of 244,22,244,,,
,,Asterisk,Indonesia,,148085000,1000 est,1000,,Proscribed,Split,,,,,N/A,1977,,N/A,N/A,,,
,,Asterisk,Japan,,116051000,400000 est,400000,,Legal,Pro-Moscow,,,,,10.4,1979,39 of 511,39,511,,,
,,Asterisk,Kampuchea,,4500000,unknown,N/A,,In power,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Korea (DPRK),,18717000,2000000 est,2000000,,In power,Neutral,,,,,100,1977,All 579,579,579,,,
,,Asterisk,Laos,,3630000,15000 est,15000,,In power,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Malaysia,,12280000,3150 est,3150,,Proscribed,Split,,,,,N/A,1978,,N/A,N/A,,,
,,,Mongolia,,1639000,67000 claim,67000,,In power,Pro-Moscow,,,,,99.9,1977,All 354,354,354,,,
,,,Nepal,,14028000,5000 est,5000,,Proscribed,Split,,,,,N/A,1959,,N/A,N/A,,,
,,Asterisk,New Zealand,,3119000,500 est,500,,Legal,Neutral,,,,,0.2,1978,None,0,N/A,,,
,,,Pakistan,,80171000,few hundred est,250,,Proscribed,Split,,,,,N/A,,1979 elections postponed,N/A,N/A,,,
,,Asterisk,Philippines,,46893000,4250 est,4250,,Proscribed,Split,,,,,N/A,1978,,N/A,N/A,,,
,,,Singapore,,2361000,500 est,500,,Proscribed,Pro-Beijing,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Sri Lanka,,14502000,6000 est,6000,,Legal,Split,,,,,1.9,1977,None,0,N/A,,,
,,Asterisk,Thailand,,46350000,1200 est (plus 10500 guerrillas),11700,,Proscribed,Pro-Beijing,,,,,N/A,1979,,N/A,N/A,,,
,,Asterisk,Vietnam,,52558000,1533000 claim,1533000,,In power,Pro-Moscow,,,,,99,1976,All 492,492,492,,,
1980,The Americas (27),Asterisk,Argentina,,26829000,70000 est,70000,,Proscribed,Pro-Moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,Asterisk,Bolivia,,5216000,2500 est,2500,,Proscribed,Split,,,,,N/A,1979,,N/A,N/A,,,
,,,Brazil,,124428000,4000 est,4000,,Proscribed,split,,,,,N/A,1978,,N/A,N/A,,,
,,Asterisk,Canada,,23755000,2500 est,2500,,Legal,split,,,,,0.2,1979,None,0,N/A,,,
,,Asterisk,Chile,,10850000,75000 est,75000,,Proscribed,split,,,,,N/A,,Elections promised,N/A,N/A,,,
,,Asterisk,Colombia,,26115000,12000 est,12000,,legal,split,,,,,1.9,1978,3 of 311,3,311,,,
,,,Costa Rica,,2168000,3000 est,3000,,Legal,Pro-Moscow,,,,,2.7,1978,3 of 57,3,57,,,
,,,Cuba,,9900000,200000 est,200000,,In power,Pro-Moscow,,,,,91.7,1976,441 of 481,441,481,,,
,,Asterisk,Dominican Republic,,5539000,5000 est,5000,,Legal,Factions,,,,,N/A,1978,None,0,N/A,,,
,,,Ecuador,,7781000,2000 est,2000,,Legal,split,,,,,3.2,1979,None,0,N/A,,,
,,,El Salvador,,4600000,225 est,225,,Legal,Pro-Moscow,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Guadeloupe,,318000,3000 est,3000,,Legal,Pro-Moscow,,,,,N/A,1979,7 of 36,7,36,,,
,,,Guatemala,,6817000,750 est,750,,Proscribed,pro-moscow,,,,,N/A,1974,,N/A,N/A,,,
,,,Guyana,,850000,500 est,500,,legal,pro-moscow,,,,,26,1973,14 of 53,14,53,,,
,,Asterisk,Haiti,,5500000,250 est,250,,Proscribed,pro-moscow,,,,,N/A,1973,,N/A,N/A,,,
,,Asterisk,Honduras,,3639000,650 est,650,,Proscribed,split,,,,,N/A,,Promised 1979/80,N/A,N/A,,,
,,,Jamaica,,2233000,400 est,400,,Allowed,pro-moscow,,,,,N/A,1976,None,0,N/A,,,
,,,Martinique,,315000,1000 est,1000,,legal,pro-moscow,,,,,N/A,1979,3 of 36,3,36,,,
,,,Mexico,,68506000,25000 est (100000 claim),25000,,legal,pro-moscow,,,,,5,1979,18 of 300,18,300,,Directly elected,
,,Asterisk,Nicaragua,,2485000,410 est (1200 claim),410,,uncertain,split,,,,,N/A,1974,,N/A,N/A,,,
,,,Panama,,1862000,550 est,550,,Allowed,pro-moscow,,,,,N/A,1972,None,0,N/A,,,
,,,Paraguay,,3100000,3500 est,3500,,Proscribed,split,,,,,N/A,1973,,N/A,N/A,,,
,,Asterisk,Peru,,17257000,4700 est,4700,,Legal,split,,,,,5.9,1978,6 of 100,6,100,,,
,,,Puerto Rico,,3300000,125 est,125,,Legal,pro-moscow,,,,,N/A,1976,None,0,N/A,,,
,,Asterisk,United States,,220232000,15-20000 claim,17500,,legal,pro-moscow,,,,,0.2,1976,None,0,N/A,,,
,,Asterisk,Uruguay,,2900000,8000 est,8000,,Proscribed,Pro-moscow,,,,,N/A,,Elections promised by 1981,N/A,N/A,,,
,,Asterisk,Venezuela,,14534000,10000 est,10000,,legal,factions (3),,,,,9,1978,22 of 195,22,195,,,
1980,Africa and the Middle East (17),Asterisk,Egypt,,40948000,500 est,500,,Proscribed,pro-moscow,,,,,N/A,1979,,N/A,N/A,,,
,,,Iran,,37582000,1500 est,1500,,Legal,Pro-moscow,,,,,N/A,1975,,N/A,N/A,,,
,,,Iraq,,12907000,2000 est,2000,,Allowed,pro-moscow,,,,,N/A,,No elections since 1958,N/A,N/A,,,
,,,Israel,,3802000,1500 est,1500,,legal,pro-moscow,,,,,4.6,1977,5 of 120,5,120,,"(""Democratic Front"")",
,,,Jordan,,3055000,500 est,500,,Proscribed,pro-moscow,,,,,N/A,,No elections since 1967,N/A,N/A,,,
,,,Lebanon,,2943000,2500 est,2500,,legal,pro-moscow,,,,,N/A,1972,None,0,N/A,,,
,,,Lesotho,,1306000,negligible,0,,Proscribed,pro-moscow,,,,,N/A,,,N/A,N/A,,,
,,,Algeria,,18249000,400 est,400,,Proscribed,pro-moscow,,,,,N/A,1976,,N/A,N/A,,,
,,,Morocco,,19751000,700 est,700,,Allowed,pro-moscow,,,,,N/A,1977,None,0,N/A,,,
,,,Tunisia,,6412000,100 est,100,,Proscribed,pro-moscow,,,,,N/A,1974,,N/A,N/A,,,
,,,Nigeria,,74604000,unknown,N/A,,Proscribed,pro-moscow,,,,,N/A,1976,,N/A,N/A,,,
,,Asterisk,Reunion,,503000,2000 est,2000,,legal,Independent,,,,,32.8,1978,None in Paris,N/A,N/A,,,
,,,Saudi Arabia,,8103000,negligible,0,,Proscribed,pro-moscow,,,,,N/A,,No elections scheduled,N/A,N/A,,,
,,,Senegal,,5519000,2000 est,2000,,legal,pro-moscow,,,,,0.32,1978,None,0,N/A,,,
,,,South Africa,,28094000,unknown,N/A,,Proscribed,pro-moscow,,,,,N/A,1977,,N/A,N/A,,,
,,,Sudan,,20941000,3500 est,3500,,Proscribed,pro-moscow,,,,,N/A,1978,,N/A,N/A,,,
,,,Syria,,8395000,5000 est,5000,,Allowed,pro-moscow,,,,,N/A,1977,6 of 195,6,195,,,
1985,Africa (12),,Angola,Popular Movement for the Liberation of Angola (MPLA); MPLA-PT,7770000,31000 cl,31000,,*,,,,1956; 1977,Jose Eduardo dos Santos,N/A,1980,All 203 MPLA approved,203,203,,,First Extraord. Dec 1980
,,,Benin,People's Revolutionary Party of Benin (PRPB),3910000,no data,N/A,,*,,,,1975,Mathieu Kerekou,,1984,All 196 PRPB approved,196,196,,,"Second, 13-15 Nov. 1979"
,,,Congo,Congolese Labor Party (PCT),1745000,8685 est,8685,,*,,,,1969,Denis Sassou-Ngouesso (chairman),95,1984,All 153 PCT approved,153,153,,,"Third, 27-30 July 1984"
,,,Ethiopia,Workers' Party of Ethiopia (WPE),31998000,30000 est,30000,,*,,,,1984,Mengistu Haile Mariam,N/A,,,N/A,N/A,,,"First (Const.), 6-10 Sept. 1984"
